date,value
2016-09-01,0.07606691014837834
2016-10-01,0.05208998010940373
2016-11-01,0.05690778081254251
2016-12-01,0.019619652404818555
2017-01-01,0.0
2017-02-01,0.058897112200225185
2017-03-01,0.09605023065830287
2017-04-01,0.12420371849142796
2017-05-01,0.14575128471424306
2017-06-01,0.14754815626629875
2017-07-01,0.1412707914778937
2017-08-01,0.1601466390675313
2017-09-01,0.15677035764157402
2017-10-01,0.15614862704012317
2017-11-01,0.1629774455117453
2017-12-01,0.20188705211101426
2018-01-01,0.5468398649378726
2018-02-01,0.5312598037116213
2018-03-01,0.49767412207117
2018-04-01,0.4763932059340894
2018-05-01,0.4586493982926133
2018-06-01,0.4901109016512304
2018-07-01,0.5287646741792492
2018-08-01,0.5287646741792492
2018-09-01,0.5469547103580025
2018-10-01,0.5572446534646792
2018-11-01,0.5879951261625584
2018-12-01,0.5548661629628792
2019-01-01,0.28625479138571297
2019-02-01,0.25586211679512905
2019-03-01,0.28804764090223167
2019-04-01,0.2690910808426969
2019-05-01,0.31471699762221605
2019-06-01,0.27482117703891656
2019-07-01,0.2362380075401209
2019-08-01,0.278480359748251
